"subject","trial","stimulus","rid","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","experiment","word","attachment","animacy","wlen","prev_wlen","next_wlen","roiLabel","subj"
"P17","Trial041","rc-n2forced-nonanim-3x.jpg",3,274,1,0,274,274,540,274,1744,266,0,266,0,0,266,"rc","kızın","N2 attachment","nonanim",5,7,6,"N1","P17"
"P17","Trial041","rc-n2forced-nonanim-3x.jpg",4,100,1,0,294,294,294,294,2038,0,0,0,0,0,294,"rc","vazosu","N2 attachment","nonanim",6,5,3,"N2","P17"
"P17","Trial041","rc-n2forced-nonanim-3x.jpg",5,191,1,191,191,191,191,191,2229,0,0,0,0,0,191,"rc","dün","N2 attachment","nonanim",3,6,9,"spillover","P17"
"P17","Trial043","rc-nonforced-anim-4.jpg",2,0,0,0,0,0,588,0,203,588,0,588,0,0,588,"rc","çekilen","ambiguous","anim",7,7,5,"pre-critical","P17"
"P17","Trial043","rc-nonforced-anim-4.jpg",3,265,1,0,265,265,514,265,468,249,0,249,0,0,249,"rc","kızın","ambiguous","anim",5,7,6,"N1","P17"
"P17","Trial043","rc-nonforced-anim-4.jpg",4,461,1,0,461,461,885,461,929,424,0,424,0,0,424,"rc","dayısı","ambiguous","anim",6,5,5,"N2","P17"
"P17","Trial043","rc-nonforced-anim-4.jpg",5,154,1,154,154,154,154,154,1083,0,0,0,0,0,154,"rc","elmas","ambiguous","anim",5,6,8,"spillover","P17"
"P17","Trial045","rc-n1forced-anim-4.jpg",2,219,1,219,219,219,219,219,379,0,0,0,0,0,219,"rc","geçinen","N1 attachment","anim",7,7,6,"pre-critical","P17"
"P17","Trial045","rc-n1forced-anim-4.jpg",3,410,1,0,743,743,743,743,1122,0,0,0,0,0,743,"rc","adamın","N1 attachment","anim",6,7,5,"N1","P17"
"P17","Trial045","rc-n1forced-anim-4.jpg",4,179,1,179,179,179,179,179,1301,0,0,0,0,0,179,"rc","köşkü","N1 attachment","anim",5,6,5,"N2","P17"
"P17","Trial045","rc-n1forced-anim-4.jpg",5,292,1,292,292,292,292,292,1593,0,0,0,0,0,292,"rc","geçen","N1 attachment","anim",5,5,3,"spillover","P17"
"P17","Trial047","rc-n2forced-anim-4.jpg",2,114,1,0,244,244,244,244,1040,0,0,0,0,0,244,"rc","çıkarılan","N2 attachment","anim",9,5,5,"pre-critical","P17"
"P17","Trial047","rc-n2forced-anim-4.jpg",3,458,1,458,458,458,458,458,1498,0,0,0,0,0,458,"rc","yatın","N2 attachment","anim",5,9,6,"N1","P17"
"P17","Trial047","rc-n2forced-anim-4.jpg",4,195,1,0,195,195,443,195,1693,248,0,248,0,0,248,"rc","aşçısı","N2 attachment","anim",6,5,10,"N2","P17"
"P17","Trial047","rc-n2forced-anim-4.jpg",5,219,1,0,219,1143,1143,1391,3084,924,924,0,1,1,924,"rc","işverenden","N2 attachment","anim",10,6,8,"spillover","P17"
"P17","Trial049","rc-nonforced-nonanim-4.jpg",2,156,1,0,224,224,724,224,1036,500,0,500,0,1,216,"rc","kiralanan","ambiguous","nonanim",9,5,6,"pre-critical","P17"
"P17","Trial049","rc-nonforced-nonanim-4.jpg",3,150,1,0,150,150,289,150,1186,139,0,139,0,0,139,"rc","köşkün","ambiguous","nonanim",6,9,5,"N1","P17"
"P17","Trial049","rc-nonforced-nonanim-4.jpg",4,370,1,0,370,370,562,370,1556,192,0,192,0,0,192,"rc","odası","ambiguous","nonanim",5,6,5,"N2","P17"
"P17","Trial049","rc-nonforced-nonanim-4.jpg",5,70,1,0,262,262,760,262,1818,498,0,498,0,0,498,"rc","akşam","ambiguous","nonanim",5,5,8,"spillover","P17"
"P17","Trial051","rc-n1forced-nonanim-4.jpg",2,252,1,0,365,365,745,365,365,380,0,380,0,0,380,"rc","verilen","N1 attachment","nonanim",7,6,7,"pre-critical","P17"
"P17","Trial051","rc-n1forced-nonanim-4.jpg",3,338,1,0,431,431,431,431,796,0,0,0,0,0,431,"rc","büronun","N1 attachment","nonanim",7,7,4,"N1","P17"
"P17","Trial051","rc-n1forced-nonanim-4.jpg",4,0,0,0,0,0,0,0,796,0,0,0,0,0,0,"rc","şefi","N1 attachment","nonanim",4,7,8,"N2","P17"
"P17","Trial051","rc-n1forced-nonanim-4.jpg",5,296,1,0,724,724,902,724,1520,178,0,178,0,0,178,"rc","görevini","N1 attachment","nonanim",8,4,9,"spillover","P17"
"P17","Trial053","rc-n2forced-nonanim-4.jpg",2,234,1,0,368,368,886,368,866,518,0,518,0,0,518,"rc","yankılanan","N2 attachment","nonanim",10,5,7,"pre-critical","P17"
"P17","Trial053","rc-n2forced-nonanim-4.jpg",3,141,1,141,141,141,141,141,1007,0,0,0,0,0,141,"rc","müdürün","N2 attachment","nonanim",7,10,4,"N1","P17"
"P17","Trial053","rc-n2forced-nonanim-4.jpg",4,0,0,0,0,0,0,0,1007,0,0,0,0,0,0,"rc","sesi","N2 attachment","nonanim",4,7,13,"N2","P17"
"P17","Trial053","rc-n2forced-nonanim-4.jpg",5,183,1,0,627,627,883,627,1634,256,0,256,0,1,256,"rc","çevredekileri","N2 attachment","nonanim",13,4,3,"spillover","P17"
"P17","Trial055","rc-nonforced-anim-5.jpg",2,181,1,0,481,481,481,481,625,0,0,0,0,0,481,"rc","aranan","ambiguous","anim",6,8,7,"pre-critical","P17"
"P17","Trial055","rc-nonforced-anim-5.jpg",3,224,1,224,224,224,224,224,849,0,0,0,0,0,224,"rc","kadının","ambiguous","anim",7,6,6,"N1","P17"
"P17","Trial055","rc-nonforced-anim-5.jpg",4,452,1,0,452,452,615,452,1301,163,0,163,0,0,163,"rc","katili","ambiguous","anim",6,7,4,"N2","P17"
"P17","Trial055","rc-nonforced-anim-5.jpg",5,114,1,114,114,114,114,277,1578,0,0,0,1,1,114,"rc","uzak","ambiguous","anim",4,6,3,"spillover","P17"
"P17","Trial057","rc-n1forced-anim-5.jpg",2,224,1,224,224,224,224,224,1139,0,0,0,0,0,224,"rc","oturan","N1 attachment","anim",6,8,6,"pre-critical","P17"
"P17","Trial057","rc-n1forced-anim-5.jpg",3,248,1,248,248,248,248,248,1387,0,0,0,0,0,248,"rc","adamın","N1 attachment","anim",6,6,5,"N1","P17"
"P17","Trial057","rc-n1forced-anim-5.jpg",4,220,1,0,220,220,536,220,1607,316,0,316,0,0,316,"rc","ayağı","N1 attachment","anim",5,6,3,"N2","P17"
"P17","Trial057","rc-n1forced-anim-5.jpg",5,196,1,196,196,196,196,196,1803,0,0,0,0,0,196,"rc","çok","N1 attachment","anim",3,5,6,"spillover","P17"
"P17","Trial059","rc-n2forced-anim-5.jpg",2,158,1,0,295,295,519,295,502,224,0,224,0,0,224,"rc","bekleyen","N2 attachment","anim",8,6,4,"pre-critical","P17"
"P17","Trial059","rc-n2forced-anim-5.jpg",3,0,0,0,0,0,0,0,502,0,0,0,0,0,0,"rc","evin","N2 attachment","anim",4,8,7,"N1","P17"
"P17","Trial059","rc-n2forced-anim-5.jpg",4,163,1,0,871,871,1679,871,1373,808,0,808,0,1,808,"rc","bekçisi","N2 attachment","anim",7,4,4,"N2","P17"
"P17","Trial059","rc-n2forced-anim-5.jpg",5,600,1,600,600,600,600,600,1973,0,0,0,0,0,600,"rc","saat","N2 attachment","anim",4,7,3,"spillover","P17"
"P17","Trial061","rc-nonforced-nonanim-5.jpg",2,142,1,0,402,402,1192,402,526,790,0,790,0,1,526,"rc","temizlenen","ambiguous","nonanim",10,5,4,"pre-critical","P17"
"P17","Trial061","rc-nonforced-nonanim-5.jpg",3,181,1,181,181,181,181,181,707,0,0,0,0,0,181,"rc","evin","ambiguous","nonanim",4,10,7,"N1","P17"
"P17","Trial061","rc-nonforced-nonanim-5.jpg",4,1116,1,0,1116,1116,1330,1116,1823,214,0,214,0,0,214,"rc","bahçesi","ambiguous","nonanim",7,4,7,"N2","P17"
"P17","Trial061","rc-nonforced-nonanim-5.jpg",5,222,1,0,222,222,603,222,2045,381,0,381,0,1,235,"rc","yeniden","ambiguous","nonanim",7,7,5,"spillover","P17"
"P17","Trial063","rc-n1forced-nonanim-5.jpg",2,595,1,0,595,595,1185,595,1043,590,0,590,0,0,590,"rc","batan","N1 attachment","nonanim",5,10,5,"pre-critical","P17"
"P17","Trial063","rc-n1forced-nonanim-5.jpg",3,604,1,0,604,604,940,604,1647,336,0,336,0,0,114,"rc","salın","N1 attachment","nonanim",5,5,6,"N1","P17"
"P17","Trial063","rc-n1forced-nonanim-5.jpg",4,394,1,0,394,394,572,394,2041,178,0,178,0,1,178,"rc","sahibi","N1 attachment","nonanim",6,5,6,"N2","P17"
"P17","Trial063","rc-n1forced-nonanim-5.jpg",5,196,1,0,196,196,764,196,2237,568,0,568,0,0,382,"rc","kıyıya","N1 attachment","nonanim",6,6,7,"spillover","P17"
"P17","Trial065","rc-n2forced-nonanim-5.jpg",2,272,1,0,574,574,574,574,1498,0,0,0,0,0,574,"rc","sarılan","N2 attachment","nonanim",7,6,6,"pre-critical","P17"
"P17","Trial065","rc-n2forced-nonanim-5.jpg",3,424,1,424,424,424,424,424,1922,0,0,0,0,0,424,"rc","adamın","N2 attachment","nonanim",6,7,5,"N1","P17"
"P17","Trial065","rc-n2forced-nonanim-5.jpg",4,186,1,186,186,186,186,186,2108,0,0,0,0,0,186,"rc","ayağı","N2 attachment","nonanim",5,6,5,"N2","P17"
"P17","Trial065","rc-n2forced-nonanim-5.jpg",5,322,1,322,322,322,322,322,2430,0,0,0,0,0,322,"rc","sabah","N2 attachment","nonanim",5,5,4,"spillover","P17"
"P17","Trial067","rc-nonforced-anim-6.jpg",2,111,1,0,539,539,539,539,1418,0,0,0,0,0,539,"rc","aranan","ambiguous","anim",6,8,7,"pre-critical","P17"
"P17","Trial067","rc-nonforced-anim-6.jpg",3,258,1,258,258,258,258,258,1676,0,0,0,0,0,258,"rc","askerin","ambiguous","anim",7,6,4,"N1","P17"
"P17","Trial067","rc-nonforced-anim-6.jpg",4,190,1,190,190,190,190,190,1866,0,0,0,0,0,190,"rc","kızı","ambiguous","anim",4,7,9,"N2","P17"
"P17","Trial067","rc-nonforced-anim-6.jpg",5,385,1,385,385,385,385,385,2251,0,0,0,0,0,385,"rc","istasyonu","ambiguous","anim",9,4,9,"spillover","P17"
"P17","Trial069","rc-n1forced-anim-6.jpg",2,210,1,210,210,210,210,210,388,0,0,0,0,0,210,"rc","yürüyen","N1 attachment","anim",7,7,5,"pre-critical","P17"
"P17","Trial069","rc-n1forced-anim-6.jpg",3,328,1,328,328,328,328,328,716,0,0,0,0,0,328,"rc","kızın","N1 attachment","anim",5,7,6,"N1","P17"
"P17","Trial069","rc-n1forced-anim-6.jpg",4,268,1,268,268,268,268,268,984,0,0,0,0,0,268,"rc","atkısı","N1 attachment","anim",6,5,5,"N2","P17"
"P17","Trial069","rc-n1forced-anim-6.jpg",5,253,1,0,253,253,443,253,1237,190,0,190,0,0,190,"rc","tozlu","N1 attachment","anim",5,6,7,"spillover","P17"
"P17","Trial071","rc-n2forced-anim-6.jpg",2,208,1,0,208,208,394,208,523,186,0,186,0,0,186,"rc","isteyen","N2 attachment","anim",7,7,7,"pre-critical","P17"
"P17","Trial071","rc-n2forced-anim-6.jpg",3,395,1,0,395,395,665,395,918,270,0,270,0,0,270,"rc","büronun","N2 attachment","anim",7,7,4,"N1","P17"
"P17","Trial071","rc-n2forced-anim-6.jpg",4,173,1,173,173,173,173,173,1091,0,0,0,0,0,173,"rc","şefi","N2 attachment","anim",4,7,3,"N2","P17"
"P17","Trial071","rc-n2forced-anim-6.jpg",5,482,1,0,482,482,691,482,1573,209,0,209,0,0,209,"rc","ilk","N2 attachment","anim",3,4,4,"spillover","P17"
"P17","Trial073","rc-nonforced-nonanim-6.jpg",2,242,1,0,242,242,592,242,508,350,0,350,0,0,350,"rc","kırılan","ambiguous","nonanim",7,7,7,"pre-critical","P17"
"P17","Trial073","rc-nonforced-nonanim-6.jpg",3,171,1,0,171,405,405,755,1263,234,234,0,1,1,234,"rc","kapının","ambiguous","nonanim",7,7,4,"N1","P17"
"P17","Trial073","rc-nonforced-nonanim-6.jpg",4,0,0,0,0,0,0,0,1263,0,0,0,0,0,0,"rc","kolu","ambiguous","nonanim",4,7,3,"N2","P17"
"P17","Trial073","rc-nonforced-nonanim-6.jpg",5,207,1,207,207,207,207,207,1470,0,0,0,0,0,207,"rc","dün","ambiguous","nonanim",3,4,5,"spillover","P17"
"P17","Trial075","rc-n1forced-nonanim-6.jpg",2,0,0,0,0,0,79,0,130,79,0,79,0,1,79,"rc","yırtılan","N1 attachment","nonanim",8,7,5,"pre-critical","P17"
"P17","Trial075","rc-n1forced-nonanim-6.jpg",3,386,1,386,386,386,386,386,516,0,0,0,0,0,386,"rc","kotun","N1 attachment","nonanim",5,8,6,"N1","P17"
"P17","Trial075","rc-n1forced-nonanim-6.jpg",4,338,1,338,338,338,338,338,854,0,0,0,0,0,338,"rc","sahibi","N1 attachment","nonanim",6,5,7,"N2","P17"
"P17","Trial075","rc-n1forced-nonanim-6.jpg",5,216,1,0,216,216,358,216,1070,142,0,142,0,0,142,"rc","çamaşır","N1 attachment","nonanim",7,6,5,"spillover","P17"
"P17","Trial077","rc-n2forced-nonanim-6.jpg",2,156,1,156,156,156,156,156,986,0,0,0,0,0,156,"rc","kiralanan","N2 attachment","nonanim",9,5,6,"pre-critical","P17"
"P17","Trial077","rc-n2forced-nonanim-6.jpg",3,201,1,0,371,371,853,371,1357,482,0,482,0,0,482,"rc","adamın","N2 attachment","nonanim",6,9,5,"N1","P17"
"P17","Trial077","rc-n2forced-nonanim-6.jpg",4,324,1,0,324,324,967,324,1681,643,0,643,0,1,401,"rc","köşkü","N2 attachment","nonanim",5,6,6,"N2","P17"
"P17","Trial077","rc-n2forced-nonanim-6.jpg",5,207,1,0,207,493,493,735,2416,286,286,0,1,1,286,"rc","önceki","N2 attachment","nonanim",6,5,3,"spillover","P17"
"P18","Trial008","rc-nonforced-anim-1.jpg",2,280,1,0,280,280,923,280,968,643,0,643,0,2,194,"rc","yıkanan","ambiguous","anim",7,7,7,"pre-critical","P18"
"P18","Trial008","rc-nonforced-anim-1.jpg",3,72,1,0,72,72,466,72,1040,394,0,394,0,1,326,"rc","kadının","ambiguous","anim",7,7,4,"N1","P18"
"P18","Trial008","rc-nonforced-anim-1.jpg",4,348,1,348,348,348,348,348,1388,0,0,0,0,0,348,"rc","oğlu","ambiguous","anim",4,7,3,"N2","P18"
"P18","Trial008","rc-nonforced-anim-1.jpg",5,0,0,0,0,0,156,0,1388,156,0,156,0,0,156,"rc","dün","ambiguous","anim",3,4,5,"spillover","P18"
"P18","Trial010","rc-n1forced-anim-1.jpg",2,95,1,0,367,367,633,367,367,266,0,266,0,0,266,"rc","bağıran","N1 attachment","anim",7,6,7,"pre-critical","P18"
"P18","Trial010","rc-n1forced-anim-1.jpg",3,56,1,0,230,230,456,230,597,226,0,226,0,0,226,"rc","müdürün","N1 attachment","anim",7,7,4,"N1","P18"
"P18","Trial010","rc-n1forced-anim-1.jpg",4,0,0,0,0,0,0,0,597,0,0,0,0,0,0,"rc","sesi","N1 attachment","anim",4,7,8,"N2","P18"
"P18","Trial010","rc-n1forced-anim-1.jpg",5,116,1,0,177,177,302,177,774,125,0,125,0,0,125,"rc","caddenin","N1 attachment","anim",8,4,10,"spillover","P18"
"P18","Trial012","rc-n2forced-anim-1.jpg",2,166,1,166,166,166,166,166,300,0,0,0,0,0,166,"rc","yürüyen","N2 attachment","anim",7,7,5,"pre-critical","P18"
"P18","Trial012","rc-n2forced-anim-1.jpg",3,149,1,149,149,149,149,149,449,0,0,0,0,0,149,"rc","köyün","N2 attachment","anim",5,7,6,"N1","P18"
"P18","Trial012","rc-n2forced-anim-1.jpg",4,0,0,0,0,0,362,0,449,362,0,362,0,0,148,"rc","delisi","N2 attachment","anim",6,5,5,"N2","P18"
"P18","Trial012","rc-n2forced-anim-1.jpg",5,142,1,0,142,442,442,804,1253,300,300,0,2,2,154,"rc","garip","N2 attachment","anim",5,6,10,"spillover","P18"
"P18","Trial014","rc-nonforced-nonanim-1.jpg",2,376,1,0,376,376,732,376,1123,356,0,356,0,0,118,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","P18"
"P18","Trial014","rc-nonforced-nonanim-1.jpg",3,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,"rc","yolun","ambiguous","nonanim",5,8,6,"N1","P18"
"P18","Trial014","rc-nonforced-nonanim-1.jpg",4,396,1,396,396,396,396,396,1519,0,0,0,0,0,396,"rc","etrafı","ambiguous","nonanim",6,5,8,"N2","P18"
"P18","Trial014","rc-nonforced-nonanim-1.jpg",5,177,1,0,356,356,713,356,1875,357,0,357,0,0,357,"rc","yemyeşil","ambiguous","nonanim",8,6,9,"spillover","P18"
"P18","Trial016","rc-n2forced-nonanim-1.jpg",2,165,1,0,237,237,237,237,955,0,0,0,0,0,237,"rc","yıkılan","N2 attachment","nonanim",7,8,8,"pre-critical","P18"
"P18","Trial016","rc-n2forced-nonanim-1.jpg",3,117,1,117,117,117,117,117,1072,0,0,0,0,0,117,"rc","patronun","N2 attachment","nonanim",8,7,3,"N1","P18"
"P18","Trial016","rc-n2forced-nonanim-1.jpg",4,310,1,0,398,398,398,398,1470,0,0,0,0,0,398,"rc","evi","N2 attachment","nonanim",3,8,5,"N2","P18"
"P18","Trial016","rc-n2forced-nonanim-1.jpg",5,136,1,136,136,136,136,136,1606,0,0,0,0,0,136,"rc","geçen","N2 attachment","nonanim",5,3,2,"spillover","P18"
"P18","Trial017","rc-n1forced-nonanim-1.jpg",2,88,1,88,88,88,88,88,246,0,0,0,0,0,88,"rc","batan","N1 attachment","nonanim",5,9,5,"pre-critical","P18"
"P18","Trial017","rc-n1forced-nonanim-1.jpg",3,362,1,362,362,362,362,362,608,0,0,0,0,0,362,"rc","yatın","N1 attachment","nonanim",5,5,6,"N1","P18"
"P18","Trial017","rc-n1forced-nonanim-1.jpg",4,436,1,436,436,436,436,436,1044,0,0,0,0,0,436,"rc","aşçısı","N1 attachment","nonanim",6,5,4,"N2","P18"
"P18","Trial017","rc-n1forced-nonanim-1.jpg",5,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,"rc","yeni","N1 attachment","nonanim",4,6,3,"spillover","P18"
"P18","Trial020","rc-nonforced-anim-2.jpg",2,298,1,0,298,298,496,298,1298,198,0,198,0,1,62,"rc","dikilen","ambiguous","anim",7,7,5,"pre-critical","P18"
"P18","Trial020","rc-nonforced-anim-2.jpg",3,53,1,53,53,53,53,53,1351,0,0,0,0,0,53,"rc","kızın","ambiguous","anim",5,7,6,"N1","P18"
"P18","Trial020","rc-nonforced-anim-2.jpg",4,102,1,0,102,102,253,102,1453,151,0,151,0,0,151,"rc","amcası","ambiguous","anim",6,5,8,"N2","P18"
"P18","Trial020","rc-nonforced-anim-2.jpg",5,60,1,0,60,60,238,60,1513,178,0,178,0,0,178,"rc","etrafına","ambiguous","anim",8,6,11,"spillover","P18"
"P18","Trial022","rc-n1forced-anim-2.jpg",2,93,1,0,206,206,206,349,936,0,0,0,1,1,206,"rc","satılan","N1 attachment","anim",7,7,8,"pre-critical","P18"
"P18","Trial022","rc-n1forced-anim-2.jpg",3,176,1,0,246,246,246,246,1182,0,0,0,0,0,246,"rc","patronun","N1 attachment","anim",8,7,3,"N1","P18"
"P18","Trial022","rc-n1forced-anim-2.jpg",4,0,0,0,0,0,0,0,1182,0,0,0,0,0,0,"rc","evi","N1 attachment","anim",3,8,5,"N2","P18"
"P18","Trial022","rc-n1forced-anim-2.jpg",5,108,1,0,340,340,340,340,1522,0,0,0,0,0,340,"rc","geçen","N1 attachment","anim",5,3,2,"spillover","P18"
"P18","Trial024","rc-n2forced-anim-2.jpg",2,340,1,0,479,479,732,479,797,253,0,253,0,0,109,"rc","boğulan","N2 attachment","anim",7,7,5,"pre-critical","P18"
"P18","Trial024","rc-n2forced-anim-2.jpg",3,139,1,139,139,139,139,139,936,0,0,0,0,0,139,"rc","salın","N2 attachment","anim",5,7,6,"N1","P18"
"P18","Trial024","rc-n2forced-anim-2.jpg",4,244,1,0,372,372,1128,372,1308,756,0,756,0,1,236,"rc","sahibi","N2 attachment","anim",6,5,3,"N2","P18"
"P18","Trial024","rc-n2forced-anim-2.jpg",5,112,1,112,112,112,112,318,1626,0,0,0,1,1,112,"rc","dün","N2 attachment","anim",3,6,5,"spillover","P18"
"P18","Trial026","rc-nonforced-nonanim-2.jpg",2,182,1,182,182,182,182,182,283,0,0,0,0,0,182,"rc","kirlenen","ambiguous","nonanim",8,6,5,"pre-critical","P18"
"P18","Trial026","rc-nonforced-nonanim-2.jpg",3,0,0,0,0,0,0,0,283,0,0,0,0,0,0,"rc","gölün","ambiguous","nonanim",5,8,6,"N1","P18"
"P18","Trial026","rc-nonforced-nonanim-2.jpg",4,125,1,125,125,125,125,125,408,0,0,0,0,0,125,"rc","etrafı","ambiguous","nonanim",6,5,5,"N2","P18"
"P18","Trial026","rc-nonforced-nonanim-2.jpg",5,132,1,132,132,132,132,132,540,0,0,0,0,0,132,"rc","büyük","ambiguous","nonanim",5,6,10,"spillover","P18"
"P18","Trial028","rc-n1forced-nonanim-2.jpg",2,166,1,0,337,337,337,337,807,0,0,0,0,0,337,"rc","yıkılan","N1 attachment","nonanim",7,8,4,"pre-critical","P18"
"P18","Trial028","rc-n1forced-nonanim-2.jpg",3,119,1,119,119,119,119,119,926,0,0,0,0,0,119,"rc","evin","N1 attachment","nonanim",4,7,7,"N1","P18"
"P18","Trial028","rc-n1forced-nonanim-2.jpg",4,222,1,0,222,222,515,222,1148,293,0,293,0,0,293,"rc","bekçisi","N1 attachment","nonanim",7,4,5,"N2","P18"
"P18","Trial028","rc-n1forced-nonanim-2.jpg",5,346,1,0,434,434,434,434,1582,0,0,0,0,0,434,"rc","başka","N1 attachment","nonanim",5,7,3,"spillover","P18"
"P18","Trial030","rc-n2forced-nonanim-2.jpg",2,202,1,0,259,259,519,259,1122,260,0,260,0,0,260,"rc","yırtılan","N2 attachment","nonanim",8,6,5,"pre-critical","P18"
"P18","Trial030","rc-n2forced-nonanim-2.jpg",3,376,1,0,543,543,714,543,1665,171,0,171,0,1,171,"rc","kızın","N2 attachment","nonanim",5,8,6,"N1","P18"
"P18","Trial030","rc-n2forced-nonanim-2.jpg",4,240,1,0,537,693,693,1124,2789,156,156,0,1,1,156,"rc","atkısı","N2 attachment","nonanim",6,5,7,"N2","P18"
"P18","Trial030","rc-n2forced-nonanim-2.jpg",5,220,1,220,220,220,220,220,3009,0,0,0,0,0,220,"rc","çamaşır","N2 attachment","nonanim",7,6,10,"spillover","P18"
"P18","Trial032","rc-nonforced-anim-3.jpg",2,138,1,0,275,275,649,275,644,374,0,374,0,0,137,"rc","ağlayan","ambiguous","anim",7,7,5,"pre-critical","P18"
"P18","Trial032","rc-nonforced-anim-3.jpg",3,0,0,0,0,0,246,0,644,246,0,246,0,1,246,"rc","kızın","ambiguous","anim",5,7,6,"N1","P18"
"P18","Trial032","rc-nonforced-anim-3.jpg",4,129,1,0,512,512,768,512,1156,256,0,256,0,0,256,"rc","halası","ambiguous","anim",6,5,4,"N2","P18"
"P18","Trial032","rc-nonforced-anim-3.jpg",5,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,"rc","evde","ambiguous","anim",4,6,13,"spillover","P18"
"P18","Trial034","rc-n1forced-anim-3.jpg",2,83,1,0,257,257,257,257,446,0,0,0,0,0,257,"rc","ağlayan","N1 attachment","anim",7,7,5,"pre-critical","P18"
"P18","Trial034","rc-n1forced-anim-3.jpg",3,0,0,0,0,0,0,0,446,0,0,0,0,0,0,"rc","kızın","N1 attachment","anim",5,7,6,"N1","P18"
"P18","Trial034","rc-n1forced-anim-3.jpg",4,178,1,0,178,178,375,178,624,197,0,197,0,0,197,"rc","vazosu","N1 attachment","anim",6,5,7,"N2","P18"
"P18","Trial034","rc-n1forced-anim-3.jpg",5,368,1,0,368,368,423,368,992,55,0,55,0,0,55,"rc","öğleyin","N1 attachment","anim",7,6,9,"spillover","P18"
"P18","Trial036","rc-n2forced-anim-3.jpg",2,160,1,0,240,240,610,240,477,370,0,370,0,1,74,"rc","konuşan","N2 attachment","anim",7,7,5,"pre-critical","P18"
"P18","Trial036","rc-n2forced-anim-3.jpg",3,53,1,53,53,53,53,53,530,0,0,0,0,0,53,"rc","kotun","N2 attachment","anim",5,7,6,"N1","P18"
"P18","Trial036","rc-n2forced-anim-3.jpg",4,316,1,0,553,553,902,553,1083,349,0,349,0,1,292,"rc","sahibi","N2 attachment","anim",6,5,4,"N2","P18"
"P18","Trial036","rc-n2forced-anim-3.jpg",5,0,0,0,0,0,0,0,1083,0,0,0,0,0,0,"rc","kotu","N2 attachment","anim",4,6,7,"spillover","P18"
"P18","Trial038","rc-nonforced-nonanim-3.jpg",2,196,1,0,196,196,869,196,604,673,0,673,0,0,673,"rc","bozulan","ambiguous","nonanim",7,7,6,"pre-critical","P18"
"P18","Trial038","rc-nonforced-nonanim-3.jpg",3,168,1,0,296,296,848,296,900,552,0,552,0,0,552,"rc","aracın","ambiguous","nonanim",6,7,5,"N1","P18"
"P18","Trial038","rc-nonforced-nonanim-3.jpg",4,258,1,0,258,258,512,258,1158,254,0,254,0,0,254,"rc","aküsü","ambiguous","nonanim",5,6,5,"N2","P18"
"P18","Trial038","rc-nonforced-nonanim-3.jpg",5,0,0,0,0,0,188,0,1158,188,0,188,0,0,188,"rc","başka","ambiguous","nonanim",5,5,9,"spillover","P18"
"P18","Trial040","rc-n1forced-nonanim-3.jpg",2,178,1,0,178,178,452,178,254,274,0,274,0,0,274,"rc","kapanan","N1 attachment","nonanim",7,7,5,"pre-critical","P18"
"P18","Trial040","rc-n1forced-nonanim-3.jpg",3,152,1,0,293,293,350,293,547,57,0,57,0,0,57,"rc","köyün","N1 attachment","nonanim",5,7,6,"N1","P18"
"P18","Trial040","rc-n1forced-nonanim-3.jpg",4,364,1,364,364,364,364,364,911,0,0,0,0,0,364,"rc","delisi","N1 attachment","nonanim",6,5,3,"N2","P18"
"P18","Trial040","rc-n1forced-nonanim-3.jpg",5,0,0,0,0,0,0,0,911,0,0,0,0,0,0,"rc","iki","N1 attachment","nonanim",3,6,3,"spillover","P18"
"P18","Trial042","rc-n2forced-nonanim-3x.jpg",2,99,1,99,99,99,99,99,1109,0,0,0,0,0,99,"rc","kırılan","N2 attachment","nonanim",7,8,5,"pre-critical","P18"
"P18","Trial042","rc-n2forced-nonanim-3x.jpg",3,118,1,118,118,118,118,118,1227,0,0,0,0,0,118,"rc","kızın","N2 attachment","nonanim",5,7,6,"N1","P18"
"P18","Trial042","rc-n2forced-nonanim-3x.jpg",4,97,1,97,97,97,97,97,1324,0,0,0,0,0,97,"rc","vazosu","N2 attachment","nonanim",6,5,3,"N2","P18"
"P18","Trial042","rc-n2forced-nonanim-3x.jpg",5,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,"rc","dün","N2 attachment","nonanim",3,6,9,"spillover","P18"
"P18","Trial044","rc-nonforced-anim-4.jpg",2,140,1,140,140,140,140,140,140,0,0,0,0,0,140,"rc","çekilen","ambiguous","anim",7,7,5,"pre-critical","P18"
"P18","Trial044","rc-nonforced-anim-4.jpg",3,0,0,0,0,0,0,0,140,0,0,0,0,0,0,"rc","kızın","ambiguous","anim",5,7,6,"N1","P18"
"P18","Trial044","rc-nonforced-anim-4.jpg",4,155,1,0,366,366,474,366,506,108,0,108,0,0,108,"rc","dayısı","ambiguous","anim",6,5,5,"N2","P18"
"P18","Trial044","rc-nonforced-anim-4.jpg",5,94,1,0,94,94,171,94,600,77,0,77,0,1,77,"rc","elmas","ambiguous","anim",5,6,8,"spillover","P18"
